Entity,Code,Date,Daily confirmed cases (cases)
Lower middle income,,"Mar 30, 2020",1190
Lower middle income,,"Mar 31, 2020",1479
Lower middle income,,"Apr 1, 2020",1137
Lower middle income,,"Apr 2, 2020",1932
Lower middle income,,"Apr 3, 2020",1252
Lower middle income,,"Apr 4, 2020",1879
Lower middle income,,"Apr 5, 2020",1756
Lower middle income,,"Apr 6, 2020",2827
Lower middle income,,"Apr 7, 2020",2243
Lower middle income,,"Apr 8, 2020",2253
Lower middle income,,"Apr 9, 2020",2209
Lower middle income,,"Apr 10, 2020",2475
Lower middle income,,"Apr 11, 2020",2459
Lower middle income,,"Apr 12, 2020",3006
Lower middle income,,"Apr 13, 2020",2943
Lower middle income,,"Apr 14, 2020",3377
Lower middle income,,"Apr 15, 2020",3450
Lower middle income,,"Apr 16, 2020",3901
Lower middle income,,"Apr 17, 2020",3764
Lower middle income,,"Apr 18, 2020",4208
Lower middle income,,"Apr 19, 2020",3966
Lower middle income,,"Apr 20, 2020",4127
Lower middle income,,"Apr 21, 2020",4217
Lower middle income,,"Apr 22, 2020",4289
Lower middle income,,"Apr 23, 2020",3636
Lower middle income,,"Apr 24, 2020",5774
Lower middle income,,"Apr 25, 2020",5374
Lower middle income,,"Apr 26, 2020",5198
Lower middle income,,"Apr 27, 2020",4593
Lower middle income,,"Apr 28, 2020",4176
Luxembourg,LUX,"Mar 1, 2020",1
Luxembourg,LUX,"Mar 7, 2020",2
Luxembourg,LUX,"Mar 9, 2020",2
Luxembourg,LUX,"Mar 11, 2020",2
Luxembourg,LUX,"Mar 13, 2020",19
Luxembourg,LUX,"Mar 14, 2020",12
Luxembourg,LUX,"Mar 16, 2020",39
Luxembourg,LUX,"Mar 17, 2020",4
Luxembourg,LUX,"Mar 18, 2020",59
Luxembourg,LUX,"Mar 19, 2020",70
Luxembourg,LUX,"Mar 20, 2020",135
Luxembourg,LUX,"Mar 21, 2020",139
Luxembourg,LUX,"Mar 22, 2020",186
Luxembourg,LUX,"Mar 23, 2020",128
Luxembourg,LUX,"Mar 24, 2020",77
Luxembourg,LUX,"Mar 25, 2020",224
Luxembourg,LUX,"Mar 26, 2020",234
Luxembourg,LUX,"Mar 27, 2020",120
Luxembourg,LUX,"Mar 28, 2020",152
Luxembourg,LUX,"Mar 29, 2020",226
Luxembourg,LUX,"Mar 30, 2020",119
Luxembourg,LUX,"Mar 31, 2020",38
Luxembourg,LUX,"Apr 1, 2020",190
Luxembourg,LUX,"Apr 2, 2020",141
Luxembourg,LUX,"Apr 3, 2020",168
Luxembourg,LUX,"Apr 4, 2020",125
Luxembourg,LUX,"Apr 5, 2020",117
Luxembourg,LUX,"Apr 6, 2020",75
Luxembourg,LUX,"Apr 7, 2020",39
Luxembourg,LUX,"Apr 8, 2020",127
Luxembourg,LUX,"Apr 9, 2020",64
Luxembourg,LUX,"Apr 10, 2020",81
Luxembourg,LUX,"Apr 11, 2020",108
Luxembourg,LUX,"Apr 12, 2020",47
Luxembourg,LUX,"Apr 13, 2020",11
Luxembourg,LUX,"Apr 14, 2020",11
Luxembourg,LUX,"Apr 15, 2020",15
Luxembourg,LUX,"Apr 16, 2020",66
Luxembourg,LUX,"Apr 17, 2020",71
Luxembourg,LUX,"Apr 18, 2020",36
Luxembourg,LUX,"Apr 19, 2020",57
Luxembourg,LUX,"Apr 20, 2020",13
Luxembourg,LUX,"Apr 21, 2020",8
Luxembourg,LUX,"Apr 22, 2020",60
Luxembourg,LUX,"Apr 23, 2020",36
Luxembourg,LUX,"Apr 24, 2020",11
Luxembourg,LUX,"Apr 25, 2020",30
Luxembourg,LUX,"Apr 26, 2020",16
Luxembourg,LUX,"Apr 27, 2020",12
Luxembourg,LUX,"Apr 28, 2020",6
Macedonia,MKD,"Feb 27, 2020",1
Macedonia,MKD,"Mar 7, 2020",2
Macedonia,MKD,"Mar 11, 2020",4
Macedonia,MKD,"Mar 13, 2020",2
Macedonia,MKD,"Mar 14, 2020",4
Macedonia,MKD,"Mar 17, 2020",6
Macedonia,MKD,"Mar 18, 2020",12
Macedonia,MKD,"Mar 19, 2020",11
Macedonia,MKD,"Mar 20, 2020",6
Macedonia,MKD,"Mar 21, 2020",22
Macedonia,MKD,"Mar 22, 2020",15
Macedonia,MKD,"Mar 23, 2020",29
Macedonia,MKD,"Mar 24, 2020",22
Macedonia,MKD,"Mar 25, 2020",12
Macedonia,MKD,"Mar 26, 2020",29
Macedonia,MKD,"Mar 27, 2020",24
Macedonia,MKD,"Mar 28, 2020",18
Macedonia,MKD,"Mar 29, 2020",22
Macedonia,MKD,"Mar 30, 2020",18
Macedonia,MKD,"Mar 31, 2020",26
Macedonia,MKD,"Apr 1, 2020",44
Macedonia,MKD,"Apr 2, 2020",25
Macedonia,MKD,"Apr 4, 2020",76
Macedonia,MKD,"Apr 5, 2020",53
Macedonia,MKD,"Apr 7, 2020",87
Macedonia,MKD,"Apr 8, 2020",29
Macedonia,MKD,"Apr 9, 2020",18
Macedonia,MKD,"Apr 10, 2020",46
Macedonia,MKD,"Apr 11, 2020",48
Macedonia,MKD,"Apr 12, 2020",49
Macedonia,MKD,"Apr 13, 2020",68
Macedonia,MKD,"Apr 14, 2020",26
Macedonia,MKD,"Apr 15, 2020",54
Macedonia,MKD,"Apr 16, 2020",66
Macedonia,MKD,"Apr 17, 2020",107
Macedonia,MKD,"Apr 18, 2020",36
Macedonia,MKD,"Apr 19, 2020",53
Macedonia,MKD,"Apr 20, 2020",37
Macedonia,MKD,"Apr 21, 2020",18
Macedonia,MKD,"Apr 22, 2020",6
Macedonia,MKD,"Apr 23, 2020",28
Macedonia,MKD,"Apr 24, 2020",41
Macedonia,MKD,"Apr 25, 2020",26
Macedonia,MKD,"Apr 26, 2020",41
Macedonia,MKD,"Apr 27, 2020",19
Macedonia,MKD,"Apr 28, 2020",13
Madagascar,MDG,"Mar 21, 2020",3
Madagascar,MDG,"Mar 24, 2020",14
Madagascar,MDG,"Mar 25, 2020",2
Madagascar,MDG,"Mar 27, 2020",4
Madagascar,MDG,"Mar 28, 2020",1
Madagascar,MDG,"Mar 29, 2020",4
Madagascar,MDG,"Mar 30, 2020",9
Madagascar,MDG,"Mar 31, 2020",7
Madagascar,MDG,"Apr 1, 2020",2
Madagascar,MDG,"Apr 2, 2020",8
Madagascar,MDG,"Apr 3, 2020",5
Madagascar,MDG,"Apr 4, 2020",6
Madagascar,MDG,"Apr 5, 2020",6
Madagascar,MDG,"Apr 6, 2020",1
Madagascar,MDG,"Apr 7, 2020",5
Madagascar,MDG,"Apr 8, 2020",8
Madagascar,MDG,"Apr 9, 2020",8
Madagascar,MDG,"Apr 11, 2020",9
Madagascar,MDG,"Apr 13, 2020",4
Madagascar,MDG,"Apr 15, 2020",2
Madagascar,MDG,"Apr 16, 2020",2
Madagascar,MDG,"Apr 17, 2020",1
Madagascar,MDG,"Apr 18, 2020",6
Madagascar,MDG,"Apr 20, 2020",4
Madagascar,MDG,"Apr 25, 2020",1
Madagascar,MDG,"Apr 26, 2020",2
Madagascar,MDG,"Apr 28, 2020",4
Malawi,MWI,"Apr 3, 2020",3
Malawi,MWI,"Apr 5, 2020",1
Malawi,MWI,"Apr 7, 2020",1
Malawi,MWI,"Apr 8, 2020",3
Malawi,MWI,"Apr 11, 2020",1
Malawi,MWI,"Apr 12, 2020",3
Malawi,MWI,"Apr 13, 2020",1
Malawi,MWI,"Apr 14, 2020",3
Malawi,MWI,"Apr 18, 2020",1
Malawi,MWI,"Apr 22, 2020",1
Malawi,MWI,"Apr 23, 2020",5
Malawi,MWI,"Apr 24, 2020",10
Malawi,MWI,"Apr 27, 2020",1
Malawi,MWI,"Apr 28, 2020",2
Malaysia,MYS,"Jan 25, 2020",3
Malaysia,MYS,"Jan 26, 2020",1
Malaysia,MYS,"Jan 29, 2020",3
Malaysia,MYS,"Jan 31, 2020",1
Malaysia,MYS,"Feb 5, 2020",2
Malaysia,MYS,"Feb 6, 2020",2
Malaysia,MYS,"Feb 7, 2020",2
Malaysia,MYS,"Feb 8, 2020",1
Malaysia,MYS,"Feb 9, 2020",1
Malaysia,MYS,"Feb 10, 2020",2
Malaysia,MYS,"Feb 14, 2020",1
Malaysia,MYS,"Feb 15, 2020",2
Malaysia,MYS,"Feb 16, 2020",1
Malaysia,MYS,"Feb 28, 2020",1
Malaysia,MYS,"Feb 29, 2020",2
Malaysia,MYS,"Mar 2, 2020",4
Malaysia,MYS,"Mar 4, 2020",7
Malaysia,MYS,"Mar 5, 2020",14
Malaysia,MYS,"Mar 7, 2020",33
Malaysia,MYS,"Mar 8, 2020",10
Malaysia,MYS,"Mar 9, 2020",6
Malaysia,MYS,"Mar 10, 2020",18
Malaysia,MYS,"Mar 11, 2020",12
Malaysia,MYS,"Mar 12, 2020",20
Malaysia,MYS,"Mar 13, 2020",9
Malaysia,MYS,"Mar 14, 2020",39
Malaysia,MYS,"Mar 15, 2020",41
Malaysia,MYS,"Mar 16, 2020",190
Malaysia,MYS,"Mar 17, 2020",125
Malaysia,MYS,"Mar 18, 2020",120
Malaysia,MYS,"Mar 19, 2020",117
Malaysia,MYS,"Mar 20, 2020",110
Malaysia,MYS,"Mar 21, 2020",130
Malaysia,MYS,"Mar 22, 2020",153
Malaysia,MYS,"Mar 23, 2020",123
Malaysia,MYS,"Mar 24, 2020",212
Malaysia,MYS,"Mar 25, 2020",106
Malaysia,MYS,"Mar 26, 2020",172
Malaysia,MYS,"Mar 27, 2020",235
Malaysia,MYS,"Mar 28, 2020",130
Malaysia,MYS,"Mar 29, 2020",159
Malaysia,MYS,"Mar 30, 2020",150
Malaysia,MYS,"Mar 31, 2020",156
Malaysia,MYS,"Apr 1, 2020",140
Malaysia,MYS,"Apr 2, 2020",142
Malaysia,MYS,"Apr 3, 2020",208
Malaysia,MYS,"Apr 4, 2020",217
Malaysia,MYS,"Apr 5, 2020",150
Malaysia,MYS,"Apr 6, 2020",179
Malaysia,MYS,"Apr 7, 2020",131
Malaysia,MYS,"Apr 8, 2020",170
Malaysia,MYS,"Apr 9, 2020",156
Malaysia,MYS,"Apr 10, 2020",109
Malaysia,MYS,"Apr 11, 2020",118
Malaysia,MYS,"Apr 12, 2020",184
Malaysia,MYS,"Apr 13, 2020",153
Malaysia,MYS,"Apr 14, 2020",134
Malaysia,MYS,"Apr 15, 2020",170
Malaysia,MYS,"Apr 16, 2020",85
Malaysia,MYS,"Apr 17, 2020",110
Malaysia,MYS,"Apr 18, 2020",69
Malaysia,MYS,"Apr 19, 2020",54
Malaysia,MYS,"Apr 20, 2020",84
Malaysia,MYS,"Apr 21, 2020",36
Malaysia,MYS,"Apr 22, 2020",57
Malaysia,MYS,"Apr 23, 2020",50
Malaysia,MYS,"Apr 24, 2020",71
Malaysia,MYS,"Apr 25, 2020",88
Malaysia,MYS,"Apr 26, 2020",51
Malaysia,MYS,"Apr 27, 2020",38
Malaysia,MYS,"Apr 28, 2020",40
Maldives,MDV,"Mar 8, 2020",2
Maldives,MDV,"Mar 9, 2020",2
Maldives,MDV,"Mar 11, 2020",2
Maldives,MDV,"Mar 12, 2020",2
Maldives,MDV,"Mar 14, 2020",1
Maldives,MDV,"Mar 16, 2020",4
Maldives,MDV,"Mar 28, 2020",1
Maldives,MDV,"Mar 29, 2020",2
Maldives,MDV,"Mar 30, 2020",1
Maldives,MDV,"Apr 1, 2020",1
Maldives,MDV,"Apr 2, 2020",1
Maldives,MDV,"Apr 13, 2020",1
Maldives,MDV,"Apr 15, 2020",1
Maldives,MDV,"Apr 17, 2020",4
Maldives,MDV,"Apr 18, 2020",4
Maldives,MDV,"Apr 19, 2020",6
Maldives,MDV,"Apr 20, 2020",17
Maldives,MDV,"Apr 21, 2020",17
Maldives,MDV,"Apr 22, 2020",16
Maldives,MDV,"Apr 24, 2020",25
Maldives,MDV,"Apr 25, 2020",18
Maldives,MDV,"Apr 26, 2020",9
Maldives,MDV,"Apr 27, 2020",77
Mali,MLI,"Mar 26, 2020",2
Mali,MLI,"Mar 27, 2020",2
Mali,MLI,"Mar 29, 2020",5
Mali,MLI,"Mar 30, 2020",9
Mali,MLI,"Apr 2, 2020",10
Mali,MLI,"Apr 3, 2020",8
Mali,MLI,"Apr 4, 2020",3
Mali,MLI,"Apr 5, 2020",2
Mali,MLI,"Apr 6, 2020",4
Mali,MLI,"Apr 7, 2020",2
Mali,MLI,"Apr 8, 2020",9
Mali,MLI,"Apr 9, 2020",3
Mali,MLI,"Apr 11, 2020",28
Mali,MLI,"Apr 12, 2020",18
Mali,MLI,"Apr 13, 2020",11
Mali,MLI,"Apr 14, 2020",7
Mali,MLI,"Apr 15, 2020",21
Mali,MLI,"Apr 16, 2020",4
Mali,MLI,"Apr 17, 2020",23
Mali,MLI,"Apr 18, 2020",19
Mali,MLI,"Apr 19, 2020",26
Mali,MLI,"Apr 20, 2020",8
Mali,MLI,"Apr 21, 2020",22
Mali,MLI,"Apr 22, 2020",12
Mali,MLI,"Apr 23, 2020",35
Mali,MLI,"Apr 24, 2020",16
Mali,MLI,"Apr 25, 2020",16
Mali,MLI,"Apr 26, 2020",45
Mali,MLI,"Apr 27, 2020",19
Mali,MLI,"Apr 28, 2020",19
Malta,MLT,"Mar 8, 2020",3
Malta,MLT,"Mar 10, 2020",1
Malta,MLT,"Mar 12, 2020",2
Malta,MLT,"Mar 13, 2020",3
Malta,MLT,"Mar 14, 2020",3
Malta,MLT,"Mar 15, 2020",6
Malta,MLT,"Mar 16, 2020",3
Malta,MLT,"Mar 17, 2020",9
Malta,MLT,"Mar 18, 2020",8
Malta,MLT,"Mar 19, 2020",10
Malta,MLT,"Mar 20, 2020",5
Malta,MLT,"Mar 21, 2020",11
Malta,MLT,"Mar 22, 2020",9
Malta,MLT,"Mar 23, 2020",17
Malta,MLT,"Mar 24, 2020",17
Malta,MLT,"Mar 25, 2020",13
Malta,MLT,"Mar 26, 2020",9
Malta,MLT,"Mar 27, 2020",5
Malta,MLT,"Mar 28, 2020",5
Malta,MLT,"Mar 29, 2020",10
Malta,MLT,"Mar 30, 2020",2
Malta,MLT,"Mar 31, 2020",5
Malta,MLT,"Apr 1, 2020",11
Malta,MLT,"Apr 2, 2020",21
Malta,MLT,"Apr 3, 2020",7
Malta,MLT,"Apr 4, 2020",7
Malta,MLT,"Apr 5, 2020",11
Malta,MLT,"Apr 6, 2020",21
Malta,MLT,"Apr 7, 2020",7
Malta,MLT,"Apr 8, 2020",52
Malta,MLT,"Apr 9, 2020",6
Malta,MLT,"Apr 10, 2020",38
Malta,MLT,"Apr 11, 2020",13
Malta,MLT,"Apr 12, 2020",20
Malta,MLT,"Apr 13, 2020",8
Malta,MLT,"Apr 14, 2020",6
Malta,MLT,"Apr 15, 2020",9
Malta,MLT,"Apr 16, 2020",6
Malta,MLT,"Apr 17, 2020",13
Malta,MLT,"Apr 18, 2020",10
Malta,MLT,"Apr 19, 2020",4
Malta,MLT,"Apr 20, 2020",1
Malta,MLT,"Apr 21, 2020",4
Malta,MLT,"Apr 22, 2020",12
Malta,MLT,"Apr 23, 2020",1
Malta,MLT,"Apr 24, 2020",1
Malta,MLT,"Apr 25, 2020",2
Malta,MLT,"Apr 26, 2020",1
Malta,MLT,"Apr 28, 2020",2
Mauritania,MRT,"Mar 15, 2020",1
Mauritania,MRT,"Mar 20, 2020",1
Mauritania,MRT,"Mar 27, 2020",1
Mauritania,MRT,"Mar 29, 2020",2
Mauritania,MRT,"Apr 3, 2020",1
Mauritania,MRT,"Apr 10, 2020",1
Mauritius,MUS,"Mar 20, 2020",3
Mauritius,MUS,"Mar 21, 2020",9
Mauritius,MUS,"Mar 22, 2020",2
Mauritius,MUS,"Mar 23, 2020",14
Mauritius,MUS,"Mar 24, 2020",8
Mauritius,MUS,"Mar 25, 2020",6
Mauritius,MUS,"Mar 26, 2020",6
Mauritius,MUS,"Mar 27, 2020",33
Mauritius,MUS,"Mar 28, 2020",13
Mauritius,MUS,"Mar 29, 2020",8
Mauritius,MUS,"Mar 30, 2020",8
Mauritius,MUS,"Mar 31, 2020",18
Mauritius,MUS,"Apr 1, 2020",15
Mauritius,MUS,"Apr 2, 2020",11
Mauritius,MUS,"Apr 3, 2020",15
Mauritius,MUS,"Apr 4, 2020",17
Mauritius,MUS,"Apr 5, 2020",10
Mauritius,MUS,"Apr 6, 2020",31
Mauritius,MUS,"Apr 7, 2020",17
Mauritius,MUS,"Apr 8, 2020",24
Mauritius,MUS,"Apr 9, 2020",5
Mauritius,MUS,"Apr 10, 2020",41
Mauritius,MUS,"Apr 11, 2020",4
Mauritius,MUS,"Apr 12, 2020",1
Mauritius,MUS,"Apr 13, 2020",5
Mauritius,MUS,"Apr 19, 2020",1
Mauritius,MUS,"Apr 20, 2020",3
Mauritius,MUS,"Apr 23, 2020",1
Mauritius,MUS,"Apr 24, 2020",2
Mauritius,MUS,"Apr 27, 2020",1
Mauritius,MUS,"Apr 28, 2020",2
Mexico,MEX,"Feb 29, 2020",2
Mexico,MEX,"Mar 1, 2020",2
Mexico,MEX,"Mar 2, 2020",1
Mexico,MEX,"Mar 9, 2020",2
Mexico,MEX,"Mar 12, 2020",4
Mexico,MEX,"Mar 13, 2020",5
Mexico,MEX,"Mar 14, 2020",10
Mexico,MEX,"Mar 15, 2020",15
Mexico,MEX,"Mar 16, 2020",12
Mexico,MEX,"Mar 17, 2020",29
Mexico,MEX,"Mar 18, 2020",11
Mexico,MEX,"Mar 19, 2020",25
Mexico,MEX,"Mar 20, 2020",46
Mexico,MEX,"Mar 21, 2020",39
Mexico,MEX,"Mar 22, 2020",48
Mexico,MEX,"Mar 23, 2020",65
Mexico,MEX,"Mar 24, 2020",51
Mexico,MEX,"Mar 25, 2020",38
Mexico,MEX,"Mar 26, 2020",70
Mexico,MEX,"Mar 27, 2020",110
Mexico,MEX,"Mar 28, 2020",132
Mexico,MEX,"Mar 29, 2020",131
Mexico,MEX,"Mar 30, 2020",145
Mexico,MEX,"Mar 31, 2020",101
Mexico,MEX,"Apr 1, 2020",121
Mexico,MEX,"Apr 2, 2020",163
Mexico,MEX,"Apr 3, 2020",132
Mexico,MEX,"Apr 4, 2020",178
Mexico,MEX,"Apr 5, 2020",202
Mexico,MEX,"Apr 6, 2020",253
Mexico,MEX,"Apr 7, 2020",296
Mexico,MEX,"Apr 8, 2020",346
Mexico,MEX,"Apr 9, 2020",396
Mexico,MEX,"Apr 10, 2020",260
Mexico,MEX,"Apr 11, 2020",403
Mexico,MEX,"Apr 12, 2020",375
Mexico,MEX,"Apr 13, 2020",442
Mexico,MEX,"Apr 14, 2020",353
Mexico,MEX,"Apr 15, 2020",385
Mexico,MEX,"Apr 16, 2020",448
Mexico,MEX,"Apr 17, 2020",450
Mexico,MEX,"Apr 18, 2020",578
Mexico,MEX,"Apr 19, 2020",622
Mexico,MEX,"Apr 20, 2020",764
Mexico,MEX,"Apr 21, 2020",511
Mexico,MEX,"Apr 22, 2020",729
Mexico,MEX,"Apr 23, 2020",1043
Mexico,MEX,"Apr 24, 2020",1089
Mexico,MEX,"Apr 25, 2020",1239
Mexico,MEX,"Apr 26, 2020",970
Mexico,MEX,"Apr 27, 2020",835
Mexico,MEX,"Apr 28, 2020",852
Moldova,MDA,"Mar 8, 2020",1
Moldova,MDA,"Mar 11, 2020",2
Moldova,MDA,"Mar 12, 2020",1
Moldova,MDA,"Mar 13, 2020",2
Moldova,MDA,"Mar 14, 2020",2
Moldova,MDA,"Mar 15, 2020",12
Moldova,MDA,"Mar 16, 2020",3
Moldova,MDA,"Mar 17, 2020",6
Moldova,MDA,"Mar 18, 2020",1
Moldova,MDA,"Mar 19, 2020",6
Moldova,MDA,"Mar 20, 2020",13
Moldova,MDA,"Mar 21, 2020",17
Moldova,MDA,"Mar 22, 2020",14
Moldova,MDA,"Mar 23, 2020",14
Moldova,MDA,"Mar 24, 2020",15
Moldova,MDA,"Mar 25, 2020",16
Moldova,MDA,"Mar 26, 2020",24
Moldova,MDA,"Mar 27, 2020",28
Moldova,MDA,"Mar 28, 2020",22
Moldova,MDA,"Mar 29, 2020",32
Moldova,MDA,"Mar 30, 2020",32
Moldova,MDA,"Mar 31, 2020",35
Moldova,MDA,"Apr 1, 2020",55
Moldova,MDA,"Apr 2, 2020",70
Moldova,MDA,"Apr 3, 2020",82
Moldova,MDA,"Apr 4, 2020",86
Moldova,MDA,"Apr 5, 2020",161
Moldova,MDA,"Apr 6, 2020",112
Moldova,MDA,"Apr 7, 2020",101
Moldova,MDA,"Apr 8, 2020",91
Moldova,MDA,"Apr 9, 2020",118
Moldova,MDA,"Apr 10, 2020",115
Moldova,MDA,"Apr 11, 2020",149
Moldova,MDA,"Apr 12, 2020",122
Moldova,MDA,"Apr 13, 2020",102
Moldova,MDA,"Apr 14, 2020",50
Moldova,MDA,"Apr 15, 2020",222
Moldova,MDA,"Apr 16, 2020",115
Moldova,MDA,"Apr 17, 2020",105
Moldova,MDA,"Apr 18, 2020",110
Moldova,MDA,"Apr 19, 2020",87
Moldova,MDA,"Apr 20, 2020",121
Moldova,MDA,"Apr 21, 2020",76
Moldova,MDA,"Apr 22, 2020",66
Moldova,MDA,"Apr 23, 2020",164
Moldova,MDA,"Apr 24, 2020",148
Moldova,MDA,"Apr 25, 2020",184
Moldova,MDA,"Apr 26, 2020",194
Moldova,MDA,"Apr 27, 2020",104
Moldova,MDA,"Apr 28, 2020",73
Monaco,MCO,"Feb 29, 2020",1
Monaco,MCO,"Mar 15, 2020",2
Monaco,MCO,"Mar 16, 2020",4
Monaco,MCO,"Mar 17, 2020",2
Monaco,MCO,"Mar 20, 2020",2
Monaco,MCO,"Mar 21, 2020",1
Monaco,MCO,"Mar 22, 2020",6
Monaco,MCO,"Mar 23, 2020",5
Monaco,MCO,"Mar 25, 2020",4
Monaco,MCO,"Mar 26, 2020",4
Monaco,MCO,"Mar 27, 2020",2
Monaco,MCO,"Mar 28, 2020",9
Monaco,MCO,"Mar 29, 2020",1
Monaco,MCO,"Mar 30, 2020",3
Monaco,MCO,"Mar 31, 2020",3
Monaco,MCO,"Apr 1, 2020",3
Monaco,MCO,"Apr 2, 2020",3
Monaco,MCO,"Apr 3, 2020",5
Monaco,MCO,"Apr 4, 2020",4
Monaco,MCO,"Apr 5, 2020",2
Monaco,MCO,"Apr 6, 2020",7
Monaco,MCO,"Apr 7, 2020",4
Monaco,MCO,"Apr 8, 2020",2
Monaco,MCO,"Apr 9, 2020",2
Monaco,MCO,"Apr 10, 2020",3
Monaco,MCO,"Apr 11, 2020",6
Monaco,MCO,"Apr 12, 2020",2
Monaco,MCO,"Apr 13, 2020",1
Monaco,MCO,"Apr 18, 2020",1
Monaco,MCO,"Apr 28, 2020",1
Mongolia,MNG,"Mar 10, 2020",1
Mongolia,MNG,"Mar 18, 2020",3
Mongolia,MNG,"Mar 19, 2020",1
Mongolia,MNG,"Mar 21, 2020",1
Mongolia,MNG,"Mar 22, 2020",4
Mongolia,MNG,"Mar 27, 2020",1
Mongolia,MNG,"Mar 29, 2020",1
Mongolia,MNG,"Apr 2, 2020",2
Mongolia,MNG,"Apr 7, 2020",1
Mongolia,MNG,"Apr 9, 2020",1
Mongolia,MNG,"Apr 15, 2020",14
Mongolia,MNG,"Apr 17, 2020",1
Mongolia,MNG,"Apr 20, 2020",1
Mongolia,MNG,"Apr 21, 2020",2
Mongolia,MNG,"Apr 22, 2020",1
Mongolia,MNG,"Apr 24, 2020",1
Mongolia,MNG,"Apr 26, 2020",2
Montenegro,MNE,"Mar 18, 2020",2
Montenegro,MNE,"Mar 19, 2020",6
Montenegro,MNE,"Mar 20, 2020",5
Montenegro,MNE,"Mar 21, 2020",1
Montenegro,MNE,"Mar 23, 2020",7
Montenegro,MNE,"Mar 24, 2020",6
Montenegro,MNE,"Mar 25, 2020",20
Montenegro,MNE,"Mar 26, 2020",6
Montenegro,MNE,"Mar 27, 2020",14
Montenegro,MNE,"Mar 28, 2020",8
Montenegro,MNE,"Mar 29, 2020",9
Montenegro,MNE,"Mar 30, 2020",1
Montenegro,MNE,"Mar 31, 2020",6
Montenegro,MNE,"Apr 1, 2020",18
Montenegro,MNE,"Apr 2, 2020",14
Montenegro,MNE,"Apr 3, 2020",21
Montenegro,MNE,"Apr 4, 2020",30
Montenegro,MNE,"Apr 5, 2020",27
Montenegro,MNE,"Apr 6, 2020",13
Montenegro,MNE,"Apr 7, 2020",19
Montenegro,MNE,"Apr 8, 2020",8
Montenegro,MNE,"Apr 9, 2020",8
Montenegro,MNE,"Apr 10, 2020",3
Montenegro,MNE,"Apr 11, 2020",5
Montenegro,MNE,"Apr 12, 2020",6
Montenegro,MNE,"Apr 13, 2020",9
Montenegro,MNE,"Apr 14, 2020",2
Montenegro,MNE,"Apr 15, 2020",9
Montenegro,MNE,"Apr 16, 2020",5
Montenegro,MNE,"Apr 17, 2020",15
Montenegro,MNE,"Apr 19, 2020",4
Montenegro,MNE,"Apr 20, 2020",1
Montenegro,MNE,"Apr 21, 2020",4
Montenegro,MNE,"Apr 22, 2020",1
Montenegro,MNE,"Apr 23, 2020",2
Montenegro,MNE,"Apr 24, 2020",4
Montenegro,MNE,"Apr 26, 2020",1
Montenegro,MNE,"Apr 27, 2020",1
Montserrat,MSR,"Mar 21, 2020",1
Montserrat,MSR,"Mar 27, 2020",4
Montserrat,MSR,"Apr 5, 2020",1
Montserrat,MSR,"Apr 9, 2020",3
Montserrat,MSR,"Apr 13, 2020",2
Morocco,MAR,"Mar 3, 2020",1
Morocco,MAR,"Mar 6, 2020",1
Morocco,MAR,"Mar 12, 2020",3
Morocco,MAR,"Mar 13, 2020",1
Morocco,MAR,"Mar 14, 2020",1
Morocco,MAR,"Mar 15, 2020",11
Morocco,MAR,"Mar 16, 2020",10
Morocco,MAR,"Mar 17, 2020",9
Morocco,MAR,"Mar 18, 2020",7
Morocco,MAR,"Mar 19, 2020",10
Morocco,MAR,"Mar 20, 2020",9
Morocco,MAR,"Mar 21, 2020",23
Morocco,MAR,"Mar 22, 2020",10
Morocco,MAR,"Mar 23, 2020",19
Morocco,MAR,"Mar 24, 2020",19
Morocco,MAR,"Mar 25, 2020",36
Morocco,MAR,"Mar 26, 2020",55
Morocco,MAR,"Mar 27, 2020",50
Morocco,MAR,"Mar 28, 2020",70
Morocco,MAR,"Mar 29, 2020",13
Morocco,MAR,"Mar 30, 2020",121
Morocco,MAR,"Mar 31, 2020",77
Morocco,MAR,"Apr 1, 2020",61
Morocco,MAR,"Apr 2, 2020",37
Morocco,MAR,"Apr 3, 2020",54
Morocco,MAR,"Apr 5, 2020",211
Morocco,MAR,"Apr 6, 2020",102
Morocco,MAR,"Apr 7, 2020",99
Morocco,MAR,"Apr 8, 2020",64
Morocco,MAR,"Apr 9, 2020",91
Morocco,MAR,"Apr 10, 2020",99
Morocco,MAR,"Apr 11, 2020",74
Morocco,MAR,"Apr 12, 2020",97
Morocco,MAR,"Apr 13, 2020",116
Morocco,MAR,"Apr 14, 2020",102
Morocco,MAR,"Apr 15, 2020",125
Morocco,MAR,"Apr 16, 2020",136
Morocco,MAR,"Apr 17, 2020",259
Morocco,MAR,"Apr 18, 2020",281
Morocco,MAR,"Apr 19, 2020",121
Morocco,MAR,"Apr 20, 2020",170
Morocco,MAR,"Apr 21, 2020",191
Morocco,MAR,"Apr 22, 2020",163
Morocco,MAR,"Apr 23, 2020",168
Morocco,MAR,"Apr 24, 2020",191
Morocco,MAR,"Apr 25, 2020",190
Morocco,MAR,"Apr 26, 2020",139
Morocco,MAR,"Apr 27, 2020",168
Morocco,MAR,"Apr 28, 2020",55
Mozambique,MOZ,"Mar 23, 2020",1
Mozambique,MOZ,"Mar 26, 2020",4
Mozambique,MOZ,"Mar 27, 2020",2
Mozambique,MOZ,"Mar 29, 2020",1
